Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
23-10-2012,11 - 12,"40,93","41,98","41,98","41,98","41,98","44,91","61,47","61,47","41,98","41,98","41,98","41,98","41,98","34,68","44,91","49,14","53,49"
23-10-2012,12 - 13,"40,63","41,78","41,78","41,78","41,78","44,79","54,92","54,92","41,78","41,78","41,78","41,78","41,78","35,02","44,79","52,01","50,00"
23-10-2012,13 - 14,"39,23","40,26","40,26","40,26","40,26","42,18","54,93","54,93","40,26","40,26","40,26","40,26","40,26","34,02","42,18","52,01","50,02"
23-10-2012,14 - 15,"38,62","38,58","38,58","38,58","38,58","40,49","52,98","52,98","38,58","38,58","38,58","38,58","38,58","35,69","40,49","52,01","50,00"
23-10-2012,15 - 16,"38,91","38,70","38,70","38,70","38,70","40,44","52,03","52,03","38,70","38,70","38,70","38,70","38,70","35,72","40,44","51,35","49,99"
23-10-2012,16 - 17,"38,79","38,50","38,50","38,50","38,50","39,97","52,28","52,28","38,50","38,50","38,50","38,50","38,50","35,73","39,97","48,02","49,99"
23-10-2012,17 - 18,"40,45","38,88","38,88","38,88","38,88","47,54","57,93","57,93","38,88","38,88","38,88","38,88","38,88","37,58","47,54","47,54","50,00"
23-10-2012,18 - 19,"44,71","41,39","41,39","41,39","41,39","52,06","63,93","63,93","41,39","41,39","41,39","41,39","41,39","36,98","52,06","52,06","53,00"
23-10-2012,19 - 20,"40,93","40,07","40,07","40,07","40,07","40,07","72,31","72,31","40,07","40,07","40,07","40,07","40,07","37,22","40,07","45,10","49,99"
23-10-2012,20 - 21,"38,48","38,20","38,20","38,20","38,20","38,20","57,84","57,84","38,20","38,20","38,20","38,20","38,20","36,96","38,20","50,63","49,97"
23-10-2012,21 - 22,"37,67","37,52","37,52","37,52","37,52","37,52","51,55","51,55","37,52","37,52","37,52","37,52","37,52","36,78","37,52","48,81","49,95"
23-10-2012,22 - 23,"36,36","36,42","36,42","36,42","36,42","36,42","44,84","44,84","36,42","36,42","36,42","36,42","36,42","36,35","36,42","36,42","39,97"
23-10-2012,23 - 00,"34,91","34,99","34,99","34,99","34,99","34,99","35,52","35,52","34,99","34,99","34,99","34,99","34,99","34,99","34,99","34,99","39,97"
24-10-2012,00 - 01,"34,81","34,80","34,80","34,80","34,80","34,80","35,65","35,65","34,80","34,80","34,80","34,80","34,80","34,80","34,80","34,80","39,95"
24-10-2012,01 - 02,"33,98","34,04","34,04","34,04","34,04","34,04","34,54","34,54","34,04","34,04","34,04","34,04","34,04","34,04","34,04","34,04","34,53"
24-10-2012,02 - 03,"33,39","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","33,45","34,52"
24-10-2012,03 - 04,"33,78","33,84","33,84","33,84","33,84","33,84","34,67","34,67","33,84","33,84","33,84","33,84","33,84","33,84","33,84","33,84","34,53"
24-10-2012,04 - 05,"34,89","34,99","34,99","34,99","34,99","34,99","35,22","35,22","34,99","34,99","34,99","34,99","34,99","34,99","34,99","34,99","39,95"
24-10-2012,05 - 06,"36,32","36,47","36,47","36,47","36,47","36,47","37,36","37,36","36,47","36,47","36,47","36,47","36,47","35,24","36,47","36,47","49,91"
24-10-2012,06 - 07,"38,98","38,43","38,43","38,43","38,43","41,13","58,29","58,29","38,43","38,43","38,43","38,43","38,43","36,03","44,08","44,08","49,94"
24-10-2012,07 - 08,"39,84","39,84","39,84","39,84","39,84","44,42","39,84","39,84","39,84","39,84","39,84","39,84","39,84","35,79","45,04","45,04","49,99"
24-10-2012,08 - 09,"42,77","43,77","43,77","43,77","43,77","43,77","51,49","51,49","43,77","43,77","43,77","43,77","43,77","36,11","45,07","45,07","50,00"
24-10-2012,09 - 10,"41,05","42,28","42,28","42,28","42,28","42,28","47,22","47,22","42,28","42,28","42,28","42,28","42,28","36,03","45,06","45,06","50,00"
