Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 08-03-2014,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Troms?,EE,ELE,LT
19-08-2012,22 - 23,"29,89","35,90","35,90","35,90","35,90","35,90","43,16","43,16","25,48","25,48","24,48","33,73","33,73","33,73","35,90","70,05","55,45"
19-08-2012,23 - 00,"28,03","32,37","32,37","32,37","32,37","32,37","40,70","40,70","25,11","25,11","24,39","32,37","32,37","32,37","32,37","38,08","40,02"
20-08-2012,00 - 01,"27,43","33,17","33,17","33,17","33,17","33,17","33,17","33,17","25,14","25,14","24,57","33,17","33,17","33,17","33,17","46,05","64,24"
20-08-2012,01 - 02,"26,19","31,44","31,44","31,44","31,44","31,44","31,44","31,44","24,89","24,89","24,51","31,44","31,44","31,44","31,44","46,05","60,56"
20-08-2012,02 - 03,"26,04","31,24","31,24","31,24","31,24","31,24","31,24","31,24","24,83","24,83","24,48","31,24","31,24","31,24","31,24","46,05","61,34"
20-08-2012,03 - 04,"26,08","30,69","30,69","30,69","30,69","30,69","30,69","30,69","24,81","24,81","24,48","29,50","29,50","29,50","30,69","46,05","61,25"
20-08-2012,04 - 05,"26,46","32,02","32,02","32,02","32,02","32,02","32,02","32,02","24,86","24,86","24,48","29,50","29,50","29,50","32,02","46,05","60,65"
20-08-2012,05 - 06,"27,51","35,80","35,80","35,80","35,80","35,80","38,42","38,42","24,95","24,95","24,51","29,35","29,35","29,35","33,45","46,06","73,29"
20-08-2012,06 - 07,"28,18","26,54","26,54","26,54","26,54","110,80","45,25","45,25","25,24","25,24","24,99","26,54","26,54","26,54","32,69","75,06","149,92"
20-08-2012,07 - 08,"30,26","29,99","29,99","29,99","29,99","63,66","56,97","56,97","25,51","25,51","25,38","29,99","29,99","29,99","36,71","93,04","149,99"
20-08-2012,08 - 09,"36,41","33,71","33,71","33,71","42,75","63,10","56,25","56,25","26,89","26,89","25,41","29,64","29,64","29,64","41,46","93,08","152,42"
20-08-2012,09 - 10,"36,94","32,59","32,59","32,59","43,22","59,26","56,94","56,94","27,81","27,81","25,44","32,59","32,59","32,59","59,26","93,05","155,90"
20-08-2012,10 - 11,"38,33","34,44","34,44","34,44","43,29","59,11","60,08","60,08","27,91","27,91","25,49","34,09","34,09","34,09","59,11","93,02","156,29"
20-08-2012,11 - 12,"37,64","34,41","34,41","34,41","44,47","59,15","60,04","60,04","26,92","26,92","25,47","31,51","31,51","31,51","59,15","93,05","158,22"
20-08-2012,12 - 13,"35,90","32,92","32,92","32,92","43,26","55,88","59,40","59,40","26,87","26,87","25,46","30,05","30,05","30,05","55,88","93,08","200,59"
20-08-2012,13 - 14,"36,93","35,01","35,01","35,01","45,19","59,21","56,46","56,46","28,64","28,64","25,45","29,21","29,21","29,21","59,21","93,05","159,22"
20-08-2012,14 - 15,"35,95","34,24","34,24","34,24","45,04","55,91","52,91","52,91","28,50","28,50","25,43","28,94","28,94","28,94","55,91","92,70","150,68"
20-08-2012,15 - 16,"34,36","31,55","31,55","31,55","42,36","46,47","51,36","51,36","27,72","27,72","25,38","28,75","28,75","28,75","46,47","91,01","149,99"
20-08-2012,16 - 17,"31,64","29,10","29,10","29,10","41,57","38,83","52,23","52,23","28,14","28,14","25,38","28,72","28,72","28,72","38,83","89,50","149,97"
20-08-2012,17 - 18,"31,52","29,43","29,43","29,43","41,92","37,32","53,19","53,19","26,99","26,99","25,36","28,66","28,66","28,66","37,32","93,01","149,95"
20-08-2012,18 - 19,"29,99","28,58","28,58","28,58","41,06","39,74","55,17","55,17","26,09","26,09","25,34","28,58","28,58","28,58","39,74","93,02","149,93"
20-08-2012,19 - 20,"29,99","28,75","28,75","28,75","39,56","40,08","57,16","57,16","26,00","26,00","25,34","28,69","28,69","28,69","40,08","93,05","149,92"
20-08-2012,20 - 21,"30,48","30,71","30,71","30,71","40,95","36,20","59,76","59,76","26,27","26,27","25,33","28,77","28,77","28,77","36,20","93,06","149,91"
20-08-2012,21 - 22,"30,71","31,06","31,06","31,06","31,06","39,79","59,96","59,96","26,29","26,29","25,33","28,91","28,91","28,91","39,79","93,05","92,58"
20-08-2012,22 - 23,"29,92","28,74","28,74","28,74","28,74","46,53","53,61","53,61","25,93","25,93","24,89","28,74","28,74","28,74","46,53","70,08","90,00"
20-08-2012,23 - 00,"27,40","27,18","27,18","27,18","27,18","31,36","46,00","46,00","25,24","25,24","24,79","27,18","27,18","27,18","31,36","46,06","64,22"
21-08-2012,00 - 01,"28,79","32,22","32,22","32,22","32,22","35,11","52,01","52,01","25,56","25,56","24,33","28,09","28,09","28,09","35,11","45,06","54,36"
21-08-2012,01 - 02,"26,99","30,27","30,27","30,27","30,27","31,49","42,94","44,38","24,96","24,96","24,24","27,90","27,90","27,90","31,49","45,07","53,99"
21-08-2012,02 - 03,"26,24","27,66","27,66","27,66","27,66","27,66","42,94","43,04","24,87","24,87","24,19","27,66","27,66","27,66","27,66","45,07","54,08"
21-08-2012,03 - 04,"25,47","27,26","27,26","27,26","27,26","27,26","41,17","41,17","24,85","24,85","24,17","27,26","27,26","27,26","27,26","45,07","54,22"
21-08-2012,04 - 05,"25,62","27,78","27,78","27,78","27,78","27,78","40,05","40,05","24,87","24,87","24,18","27,53","27,53","27,53","27,78","45,07","53,99"
21-08-2012,05 - 06,"27,62","27,06","27,06","27,06","27,06","37,57","43,10","43,10","24,97","24,97","24,20","27,06","27,06","27,06","37,57","45,09","57,57"
21-08-2012,06 - 07,"28,40","27,03","27,03","27,03","27,03","51,52","56,80","56,80","25,30","25,30","24,66","27,03","27,03","27,03","40,82","80,08","72,70"
21-08-2012,07 - 08,"31,14","30,10","30,10","30,10","30,10","57,15","69,38","69,38","26,24","26,24","25,12","28,31","28,31","28,31","41,62","105,03","93,06"
21-08-2012,08 - 09,"33,56","30,96","30,96","30,96","30,96","71,86","85,34","85,34","26,51","26,51","26,51","29,09","29,09","29,09","71,86","105,04","96,00"
21-08-2012,09 - 10,"33,86","31,75","31,75","31,75","31,75","77,64","70,84","70,84","26,73","26,73","26,73","30,86","30,86","30,86","77,64","105,05","93,07"
21-08-2012,10 - 11,"34,28","32,50","32,50","32,50","32,50","82,16","68,02","70,10","26,81","26,81","26,81","31,73","31,73","31,73","82,16","105,06","93,04"
21-08-2012,11 - 12,"34,28","32,60","32,60","32,60","32,60","82,00","67,78","75,02","26,81","26,81","26,81","31,03","31,03","31,03","82,00","105,06","93,06"
21-08-2012,12 - 13,"34,21","31,61","31,61","31,61","31,61","73,74","66,18","70,09","26,84","26,84","26,84","30,59","30,59","30,59","73,74","102,02","95,74"
21-08-2012,13 - 14,"33,87","30,96","30,96","30,96","30,96","72,04","64,36","75,02","27,02","27,02","27,02","30,35","30,35","30,35","72,04","100,44","93,07"
21-08-2012,14 - 15,"33,05","30,60","30,60","30,60","30,60","65,49","65,57","65,57","26,97","26,97","26,97","28,93","28,93","28,93","65,49","105,06","93,03"
21-08-2012,15 - 16,"31,88","30,63","30,63","30,63","30,63","57,33","65,73","65,73","26,47","26,47","26,47","28,79","28,79","28,79","57,33","105,04","93,03"
21-08-2012,16 - 17,"31,39","34,88","34,88","34,88","34,88","34,88","65,06","65,06","26,02","26,02","26,02","28,75","28,75","28,75","34,88","105,02","93,03"
21-08-2012,17 - 18,"30,94","34,72","34,72","34,72","34,72","34,72","69,15","75,05","25,76","25,76","25,64","28,59","28,59","28,59","34,72","105,01","93,03"
21-08-2012,18 - 19,"30,99","32,35","32,35","32,35","32,35","33,65","69,31","69,31","26,66","26,66","25,14","28,49","28,49","28,49","33,65","105,00","93,05"
21-08-2012,19 - 20,"30,52","31,92","31,92","31,92","31,92","35,28","72,61","72,61","26,03","26,03","25,14","28,64","28,64","28,64","35,28","105,00","93,09"
21-08-2012,20 - 21,"30,80","32,17","32,17","32,17","32,17","36,48","70,48","70,48","26,08","26,08","25,13","28,72","28,72","28,72","36,48","105,03","96,22"
21-08-2012,21 - 22,"31,33","33,12","33,12","33,12","33,12","38,20","67,81","67,81","26,20","26,20","25,13","28,91","28,91","28,91","38,20","105,05","93,04"
21-08-2012,22 - 23,"30,74","32,86","32,86","32,86","32,86","36,26","56,91","56,91","25,98","25,98","24,45","29,79","29,79","29,79","36,26","75,03","64,46"
21-08-2012,23 - 00,"28,66","30,95","30,95","30,95","30,95","30,95","49,54","49,54","25,34","25,34","24,35","28,68","28,68","28,68","30,95","45,08","51,97"
22-08-2012,00 - 01,"27,09","31,64","31,64","31,64","31,64","31,64","48,52","48,52","24,97","24,97","24,71","28,86","28,86","28,86","31,64","45,05","49,56"
22-08-2012,01 - 02,"25,85","28,72","28,72","28,72","28,72","28,72","41,38","41,38","24,86","24,86","24,64","28,57","28,57","28,57","28,72","45,05","49,15"
22-08-2012,02 - 03,"25,68","28,11","28,11","28,11","28,11","28,11","39,98","39,98","24,77","24,77","24,63","28,11","28,11","28,11","28,11","45,04","48,95"
22-08-2012,03 - 04,"25,55","27,85","27,85","27,85","27,85","27,85","39,80","39,80","24,74","24,74","24,61","27,85","27,85","27,85","27,85","45,04","49,19"
22-08-2012,04 - 05,"25,71","29,13","29,13","29,13","29,13","29,13","38,66","38,66","24,78","24,78","24,59","28,04","28,04","28,04","29,13","45,03","49,47"
22-08-2012,05 - 06,"27,21","34,98","34,98","34,98","34,98","34,98","40,06","40,06","24,81","24,81","24,59","28,39","28,39","28,39","34,98","45,04","45,04"
22-08-2012,06 - 07,"28,10","31,29","31,29","31,29","31,29","38,98","47,59","47,59","25,18","25,18","25,18","28,71","28,71","28,71","38,98","70,06","73,07"
22-08-2012,07 - 08,"30,63","32,62","32,62","32,62","32,62","41,03","54,05","54,05","25,55","25,55","25,55","28,87","28,87","28,87","41,03","86,08","85,28"
22-08-2012,08 - 09,"32,67","33,61","33,61","33,61","33,61","46,21","60,00","60,00","25,91","25,91","25,67","30,85","30,85","30,85","46,21","86,09","85,69"
22-08-2012,09 - 10,"34,88","35,26","35,26","35,26","35,26","48,31","57,58","57,58","26,04","26,04","25,88","32,01","32,01","32,01","48,31","86,10","83,04"
22-08-2012,10 - 11,"35,31","36,29","36,29","36,29","36,29","49,15","58,93","58,93","25,98","25,98","25,84","33,74","33,74","33,74","49,15","86,10","83,37"
22-08-2012,11 - 12,"34,73","35,77","35,77","35,77","35,77","48,90","59,88","59,88","25,85","25,85","25,84","32,50","32,50","32,50","48,90","86,09","83,40"
22-08-2012,12 - 13,"34,57","35,65","35,65","35,65","35,65","46,93","42,48","54,94","26,08","26,08","25,71","34,13","34,13","34,13","46,93","86,10","83,49"
22-08-2012,13 - 14,"32,72","34,91","34,91","34,91","34,91","47,94","42,66","44,09","26,07","26,07","25,70","32,26","32,26","32,26","47,94","86,10","83,37"
22-08-2012,14 - 15,"31,08","33,45","33,45","33,45","33,45","46,36","40,71","40,71","25,75","25,75","25,75","31,74","31,74","31,74","46,36","86,10","82,95"
22-08-2012,15 - 16,"29,92","33,96","33,96","33,96","33,96","41,30","35,35","40,32","25,45","25,45","25,45","30,92","30,92","30,92","41,30","86,08","85,40"
22-08-2012,16 - 17,"28,93","31,43","31,43","31,43","31,43","41,39","31,43","41,11","25,48","25,48","25,48","30,48","30,48","30,48","41,39","86,08","84,00"
22-08-2012,17 - 18,"28,76","31,15","31,15","31,15","31,15","41,37","36,04","51,99","25,38","25,38","25,38","29,42","29,42","29,42","41,37","86,07","83,25"
22-08-2012,18 - 19,"28,59","32,59","32,59","32,59","32,59","46,68","32,59","55,93","25,22","25,22","25,22","29,16","29,16","29,16","40,97","86,07","82,74"
22-08-2012,19 - 20,"27,88","31,08","31,08","31,08","31,08","42,31","31,08","56,93","25,18","25,18","25,18","29,70","29,70","29,70","40,42","86,06","81,81"
22-08-2012,20 - 21,"27,95","31,04","31,04","31,04","31,04","40,41","35,35","54,00","25,14","25,14","25,14","30,37","30,37","30,37","40,41","86,06","81,81"
22-08-2012,21 - 22,"28,08","31,45","31,45","31,45","31,45","39,12","42,05","55,57","25,13","25,13","25,13","30,86","30,86","30,86","39,12","86,05","81,63"
22-08-2012,22 - 23,"27,63","31,31","31,31","31,31","31,31","36,56","35,60","54,07","25,14","25,14","24,83","30,82","30,82","30,82","36,56","36,56","69,53"
22-08-2012,23 - 00,"25,80","28,41","28,41","28,41","28,41","29,60","28,41","49,05","24,78","24,78","24,68","28,41","28,41","28,41","29,60","45,03","51,60"
23-08-2012,00 - 01,"27,47","31,70","31,70","31,70","31,70","31,70","31,70","42,86","26,22","26,22","24,53","31,70","31,70","31,70","31,70","31,70","47,23"
23-08-2012,01 - 02,"26,12","30,08","30,08","30,08","30,08","30,08","30,08","42,06","26,02","26,02","24,40","30,08","30,08","30,08","30,08","32,03","47,32"
23-08-2012,02 - 03,"25,80","28,37","28,37","28,37","28,37","28,37","28,37","39,68","25,84","25,84","24,35","28,37","28,37","28,37","28,37","32,02","46,67"
23-08-2012,03 - 04,"25,78","28,23","28,23","28,23","28,23","28,23","28,23","36,89","25,79","25,79","24,33","28,23","28,23","28,23","28,23","32,02","47,23"
23-08-2012,04 - 05,"26,10","30,00","30,00","30,00","30,00","30,00","30,00","38,04","25,85","25,85","24,37","30,00","30,00","30,00","30,00","30,00","48,14"
23-08-2012,05 - 06,"27,91","31,76","31,76","31,76","31,76","36,17","31,76","40,33","26,02","26,02","24,42","31,76","31,76","31,76","36,17","36,17","32,01"
23-08-2012,06 - 07,"30,92","32,20","32,20","32,20","32,20","62,23","37,13","50,31","26,63","26,63","25,08","32,20","32,20","32,20","38,46","70,07","66,58"
23-08-2012,07 - 08,"31,38","32,61","32,61","32,61","32,61","48,83","51,99","56,96","26,55","26,55","25,46","32,61","32,61","32,61","40,92","83,73","75,42"
23-08-2012,08 - 09,"32,71","34,00","34,00","34,00","34,00","48,78","51,96","55,89","26,83","26,83","25,61","34,00","34,00","34,00","42,00","80,02","77,24"
23-08-2012,09 - 10,"32,70","33,73","33,73","33,73","33,73","52,42","48,04","58,09","26,87","26,87","25,64","33,73","33,73","33,73","52,42","80,07","76,56"
23-08-2012,10 - 11,"33,11","34,81","34,81","34,81","34,81","52,71","48,04","57,60","26,85","26,85","25,64","34,81","34,81","34,81","52,71","80,07","76,48"
23-08-2012,11 - 12,"33,38","35,09","35,09","35,09","35,09","56,43","48,01","57,61","26,83","26,83","25,62","35,09","35,09","35,09","41,97","80,08","76,74"
23-08-2012,12 - 13,"32,89","34,69","34,69","34,69","34,69","53,83","48,00","57,00","26,96","26,96","25,44","34,03","34,03","34,03","53,83","80,27","76,58"
23-08-2012,13 - 14,"32,88","35,28","35,28","35,28","35,28","55,81","41,79","56,18","27,13","27,13","25,43","33,96","33,96","33,96","55,81","80,06","76,52"
23-08-2012,14 - 15,"32,36","34,73","34,73","34,73","34,73","53,17","40,42","53,19","26,90","26,90","25,45","33,74","33,74","33,74","53,17","80,03","76,20"
23-08-2012,15 - 16,"31,20","33,44","33,44","33,44","33,44","49,16","33,44","53,53","26,50","26,50","25,38","33,44","33,44","33,44","41,36","78,81","77,20"
23-08-2012,16 - 17,"30,54","32,78","32,78","32,78","32,78","52,11","36,88","54,97","26,41","26,41","25,37","32,78","32,78","32,78","40,98","77,17","76,84"
23-08-2012,17 - 18,"30,84","33,01","33,01","33,01","33,01","48,39","48,33","58,79","26,23","26,23","25,34","32,92","32,92","32,92","40,59","69,07","76,28"
23-08-2012,18 - 19,"31,19","32,72","32,72","32,72","32,72","49,16","51,99","59,95","26,30","26,30","25,31","32,72","32,72","32,72","40,20","69,05","76,04"
23-08-2012,19 - 20,"31,19","32,41","32,41","32,41","32,41","49,32","52,05","64,93","26,50","26,50","25,30","32,41","32,41","32,41","39,75","80,03","75,28"
23-08-2012,20 - 21,"31,32","32,41","32,41","32,41","32,41","49,05","52,07","70,04","26,53","26,53","25,30","32,41","32,41","32,41","40,71","83,19","75,38"
23-08-2012,21 - 22,"31,53","32,75","32,75","32,75","32,75","46,47","64,00","64,00","26,63","26,63","25,31","32,75","32,75","32,75","39,88","80,09","75,34"
23-08-2012,22 - 23,"31,37","32,79","32,79","32,79","32,79","39,26","59,96","59,96","26,67","26,67","24,83","32,79","32,79","32,79","39,26","39,26","63,06"
23-08-2012,23 - 00,"29,18","32,09","32,09","32,09","32,09","32,09","48,00","50,00","26,20","26,20","24,68","32,09","32,09","32,09","32,09","32,09","49,75"
24-08-2012,00 - 01,"29,24","32,32","32,32","32,32","32,32","32,32","41,84","46,00","25,89","25,89","25,04","32,32","32,32","32,32","32,32","32,32","32,90"
24-08-2012,01 - 02,"27,88","31,32","31,32","31,32","31,32","31,32","40,90","40,90","25,73","25,73","24,96","31,32","31,32","31,32","31,32","31,32","32,10"
24-08-2012,02 - 03,"27,37","30,92","30,92","30,92","30,92","30,92","39,96","39,96","25,64","25,64","24,90","30,92","30,92","30,92","30,92","30,92","32,05"
24-08-2012,03 - 04,"27,28","30,88","30,88","30,88","30,88","30,88","38,26","38,26","25,61","25,61","24,89","30,88","30,88","30,88","30,88","30,88","32,05"
24-08-2012,04 - 05,"27,65","31,35","31,35","31,35","31,35","31,35","36,86","36,86","25,60","25,60","24,90","31,35","31,35","31,35","31,35","31,35","32,05"
24-08-2012,05 - 06,"29,17","33,09","33,09","33,09","33,09","33,09","39,78","39,78","25,73","25,73","24,95","32,75","32,75","32,75","33,09","33,09","36,80"
24-08-2012,06 - 07,"31,18","32,91","32,91","32,91","32,91","40,96","45,43","45,43","26,68","26,68","25,57","32,91","32,91","32,91","39,67","70,02","73,02"
24-08-2012,07 - 08,"33,03","35,23","35,23","35,23","39,94","46,04","54,92","54,92","26,67","26,67","25,67","33,51","33,51","33,51","46,04","83,17","76,06"
24-08-2012,08 - 09,"36,32","36,35","36,35","36,35","47,60","49,70","59,95","59,95","27,26","27,26","25,72","35,31","35,31","35,31","49,70","83,28","73,91"
24-08-2012,09 - 10,"36,70","36,49","36,49","36,49","51,32","50,44","63,20","63,20","27,16","27,16","25,74","36,49","36,49","36,49","50,44","83,62","76,06"
24-08-2012,10 - 11,"36,87","36,71","36,71","36,71","60,93","50,49","66,93","66,93","27,47","27,47","25,75","36,65","36,65","36,65","50,49","83,68","76,06"
24-08-2012,11 - 12,"36,51","36,42","36,42","36,42","63,70","49,32","67,08","67,08","26,67","26,67","25,72","35,71","35,71","35,71","49,32","83,57","76,06"
24-08-2012,12 - 13,"36,39","36,49","36,49","36,49","49,98","48,50","58,71","58,71","26,69","26,69","25,71","35,44","35,44","35,44","48,50","84,36","76,09"
24-08-2012,13 - 14,"35,48","35,79","35,79","35,79","49,69","44,20","55,96","55,96","26,47","26,47","25,73","35,25","35,25","35,25","44,20","83,93","76,09"
24-08-2012,14 - 15,"34,18","34,62","34,62","34,62","53,19","47,16","53,19","53,19","26,46","26,46","25,66","34,02","34,02","34,02","47,16","83,42","76,03"
24-08-2012,15 - 16,"33,03","34,05","34,05","34,05","49,24","41,98","52,69","52,69","25,98","25,98","25,63","34,05","34,05","34,05","41,98","78,05","76,02"
24-08-2012,16 - 17,"31,75","33,47","33,47","33,47","47,49","42,59","51,10","51,10","26,39","26,39","25,61","33,47","33,47","33,47","42,59","78,02","76,02"
24-08-2012,17 - 18,"32,50","34,77","34,77","34,77","34,77","44,70","52,97","52,97","26,16","26,16","25,59","34,77","34,77","34,77","44,70","73,05","76,02"
24-08-2012,18 - 19,"32,57","35,34","35,34","35,34","35,34","47,18","54,93","54,93","26,41","26,41","25,57","35,34","35,34","35,34","47,18","78,03","75,07"
24-08-2012,19 - 20,"32,02","34,56","34,56","34,56","34,56","41,40","52,97","52,97","26,21","26,21","25,56","34,56","34,56","34,56","41,40","78,03","75,05"
24-08-2012,20 - 21,"31,77","34,04","34,04","34,04","34,04","40,75","52,10","52,10","26,36","26,36","25,55","34,04","34,04","34,04","40,75","78,00","75,05"
24-08-2012,21 - 22,"31,70","34,17","34,17","34,17","34,17","39,25","51,92","51,92","26,44","26,44","25,56","34,17","34,17","34,17","39,25","70,05","75,10"
24-08-2012,22 - 23,"31,87","34,23","34,23","34,23","34,23","36,05","50,14","50,14","26,54","26,54","25,10","34,23","34,23","34,23","36,05","36,05","62,99"
24-08-2012,23 - 00,"29,93","33,92","33,92","33,92","33,92","33,92","47,90","47,90","25,91","25,91","24,97","33,92","33,92","33,92","33,92","33,92","32,04"
25-08-2012,00 - 01,"30,91","34,22","34,22","34,22","34,22","34,22","41,30","41,30","25,56","25,56","25,41","34,22","34,22","34,22","34,22","34,22","14,99"
25-08-2012,01 - 02,"30,21","33,64","33,64","33,64","33,64","33,64","41,05","41,05","25,57","25,57","25,29","33,64","33,64","33,64","33,64","33,64","15,00"
25-08-2012,02 - 03,"28,87","33,37","33,37","33,37","33,37","33,37","40,32","40,32","25,36","25,36","25,19","33,37","33,37","33,37","33,37","33,37","15,00"
25-08-2012,03 - 04,"28,48","33,00","33,00","33,00","33,00","33,00","35,38","35,38","25,31","25,31","25,17","33,00","33,00","33,00","33,00","33,00","15,00"
25-08-2012,04 - 05,"28,28","32,86","32,86","32,86","32,86","32,86","35,43","35,43","25,30","25,30","25,16","32,86","32,86","32,86","32,86","32,86","15,00"
25-08-2012,05 - 06,"28,17","32,98","32,98","32,98","32,98","32,98","35,40","35,40","25,23","25,23","25,14","32,98","32,98","32,98","32,98","32,98","15,00"
25-08-2012,06 - 07,"28,81","33,54","33,54","33,54","33,54","33,54","33,54","33,54","25,37","25,37","25,19","33,54","33,54","33,54","33,54","33,54","15,83"
25-08-2012,07 - 08,"28,29","32,12","32,12","32,12","32,12","33,02","41,12","41,12","25,43","25,43","25,28","32,12","32,12","32,12","33,02","33,02","72,01"
25-08-2012,08 - 09,"29,44","32,14","32,14","32,14","32,14","36,04","44,69","44,69","25,64","25,64","25,42","32,14","32,14","32,14","36,04","60,08","72,02"
25-08-2012,09 - 10,"30,53","33,06","33,06","33,06","33,06","33,64","49,00","49,00","25,82","25,82","25,53","33,06","33,06","33,06","33,64","68,08","72,03"
25-08-2012,10 - 11,"31,44","33,71","33,71","33,71","33,71","33,71","49,62","49,62","25,94","25,94","25,79","33,71","33,71","33,71","33,71","70,01","72,03"
25-08-2012,11 - 12,"31,38","33,70","33,70","33,70","33,70","33,85","46,52","46,52","25,97","25,97","25,80","33,70","33,70","33,70","33,85","68,08","72,03"
25-08-2012,12 - 13,"31,02","33,68","33,68","33,68","33,68","34,98","45,96","45,96","25,87","25,87","25,78","33,68","33,68","33,68","34,98","68,07","72,03"
25-08-2012,13 - 14,"30,00","33,28","33,28","33,28","33,28","33,62","41,27","41,27","25,76","25,76","25,74","33,28","33,28","33,28","33,62","68,06","72,03"
25-08-2012,14 - 15,"29,93","33,78","33,78","33,78","33,78","35,00","40,08","40,08","25,70","25,70","25,70","33,78","33,78","33,78","35,00","68,07","64,77"
25-08-2012,15 - 16,"29,68","33,42","33,42","33,42","33,42","36,10","39,20","39,20","25,73","25,73","25,69","33,42","33,42","33,42","36,10","68,07","64,75"
25-08-2012,16 - 17,"29,82","33,62","33,62","33,62","33,62","34,54","39,60","39,60","25,72","25,72","25,70","33,62","33,62","33,62","34,54","68,01","70,02"
25-08-2012,17 - 18,"30,56","33,94","33,94","33,94","33,94","36,72","41,04","41,04","25,80","25,80","25,73","33,94","33,94","33,94","36,72","68,01","64,88"
25-08-2012,18 - 19,"31,24","34,06","34,06","34,06","34,06","39,05","41,27","41,27","25,85","25,85","25,75","34,06","34,06","34,06","39,05","60,09","64,93"
25-08-2012,19 - 20,"30,93","34,07","34,07","34,07","34,07","37,11","40,97","40,97","25,86","25,86","25,75","34,07","34,07","34,07","37,11","37,11","64,83"
25-08-2012,20 - 21,"31,23","34,03","34,03","34,03","34,03","36,90","35,38","35,38","25,94","25,94","25,70","34,03","34,03","34,03","36,90","68,01","72,01"
25-08-2012,21 - 22,"31,82","34,32","34,32","34,32","34,32","41,93","40,96","40,96","25,92","25,92","25,70","34,32","34,32","34,32","41,93","41,93","60,04"
25-08-2012,22 - 23,"31,47","34,05","34,05","34,05","34,05","48,06","34,05","34,05","25,82","25,82","25,68","34,05","34,05","34,05","48,06","48,06","14,96"
25-08-2012,23 - 00,"28,94","33,12","33,12","33,12","33,12","35,13","33,12","33,12","25,48","25,48","25,48","33,12","33,12","33,12","35,13","35,13","16,07"
26-08-2012,00 - 01,"29,16","33,23","33,23","33,23","33,23","33,23","33,23","33,23","25,88","25,88","25,88","33,23","33,23","33,23","33,23","33,23","63,08"
26-08-2012,01 - 02,"25,77","27,77","27,77","27,77","27,77","27,77","27,77","27,77","25,67","25,67","25,67","27,77","27,77","27,77","31,08","31,08","60,06"
26-08-2012,02 - 03,"25,07","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","25,06","31,17","32,00","32,05"
26-08-2012,03 - 04,"23,52","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","23,47","30,62","30,62","60,05"
26-08-2012,04 - 05,"22,84","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","22,78","30,46","30,46","60,05"
26-08-2012,05 - 06,"22,70","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","22,67","30,57","30,57","32,09"
26-08-2012,06 - 07,"23,21","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","23,19","26,14","52,70","63,09"
26-08-2012,07 - 08,"24,36","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","24,22","26,77","60,05","63,08"
26-08-2012,08 - 09,"25,15","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","25,11","29,68","73,00","60,00"
26-08-2012,09 - 10,"25,72","25,60","25,60","25,60","25,60","28,92","25,60","25,60","25,60","25,60","25,60","25,60","25,60","25,60","29,69","73,01","55,00"
26-08-2012,10 - 11,"26,33","29,04","29,04","29,04","29,04","31,05","29,04","29,04","25,85","25,85","25,85","29,04","29,04","29,04","31,05","73,01","60,02"
26-08-2012,11 - 12,"26,46","29,81","29,81","29,81","29,81","29,81","29,81","29,81","25,93","25,93","25,93","29,81","29,81","29,81","29,81","70,07","64,18"
26-08-2012,12 - 13,"26,48","30,09","30,09","30,09","30,09","30,09","30,09","30,09","25,94","25,94","25,94","30,09","30,09","30,09","30,09","73,01","54,80"
26-08-2012,13 - 14,"26,35","28,58","28,58","28,58","28,58","30,20","28,58","28,58","25,93","25,93","25,93","28,58","28,58","28,58","30,20","73,01","54,60"
26-08-2012,14 - 15,"25,96","25,82","25,82","25,82","25,82","29,67","25,82","25,82","25,82","25,82","25,82","25,82","25,82","25,82","29,68","73,01","60,03"
26-08-2012,15 - 16,"25,65","25,50","25,50","25,50","25,50","28,92","25,50","25,50","25,50","25,50","25,50","25,50","25,50","25,50","29,68","73,00","60,02"
26-08-2012,16 - 17,"25,50","25,31","25,31","25,31","25,31","31,49","25,31","25,31","25,31","25,31","25,31","25,31","25,31","25,31","32,72","32,72","60,01"
26-08-2012,17 - 18,"26,48","27,17","27,17","27,17","27,17","37,60","25,08","27,17","25,92","25,92","25,92","27,17","27,17","27,17","37,60","37,60","60,01"
26-08-2012,18 - 19,"29,35","32,59","32,59","32,59","32,59","45,37","33,42","33,42","26,07","26,07","26,07","32,59","32,59","32,59","45,37","45,37","60,01"
26-08-2012,19 - 20,"29,36","32,43","32,43","32,43","32,43","42,43","32,43","32,43","26,29","26,29","26,29","32,43","32,43","32,43","42,43","42,43","54,64"
